School,Street Address,Street Zip,Latitude,Longitude
Maynard Academy,3680 Wilshire Blvd P04-1025,90010,34.060737,-118.306287
Maywood Academy High,6125 Pine Ave.,90270-3110,33.983116,-118.188460
Maywood Center for Enriched Studies,5800 King Ave.,90270-2928,33.987863,-118.183262
Maywood Christian School,Information Redacted,90270,No Data,No Data
Maywood Elementary,5200 Cudahy Ave.,90270-2405,33.993773,-118.184489
McAllister High,4525 Pinafore Ave.,90008,No Data,No Data
McKinley Avenue Elementary,7812 McKinley Ave.,90001-2829,33.968144,-118.260710
Mdta General Office,P O Box 3307 Term Annex,90051-1307,No Data,No Data
Mekhitarist Fathers,Information Redacted,91042,No Data,No Data
Mel-O-Dee Early Development Center,Information Redacted,90034,No Data,No Data
Melrose Avenue Elementary,731 North Detroit St.,90046-7605,34.084337,-118.345217
Melvin Avenue Elementary,7700 Melvin Ave.,91335-2327,34.210307,-118.560267
Menlo Avenue Elementary,4156 Menlo Ave.,90037-1933,34.008136,-118.289923
Merle Williamson Foundation- Wisdom School,Information Redacted,90001,No Data,No Data
Merlin High School,Information Redacted,91364,No Data,No Data
Mervyn M. Dymally High,8800 South San Pedro St.,90003-3541,33.957150,-118.268756
MESIVTA BIRKAS YITZCHOK,6022 West Pico Blvd.,90035-2677,34.052118,-118.371962
Messiah Lutheran,Information Redacted,91605,No Data,No Data
Metro Charter,2635 Pasadena Ave.,90031-2323,34.078001,-118.215701
Metro Christian Academy,Information Redacted,90066,No Data,No Data
Metropolitan Continuation,727 South Wilson St.,90021-1625,34.034378,-118.233968
Metropolitan High,1822 E. 7Th St.,90021,No Data,No Data
Metropolitan Skill Center,2801 West Sixth St.,90057-3113,34.063599,-118.283437
Metropolitan Skills Center,2806 W. 6Th St.,90006,No Data,No Data
Meyler Street Elementary,1123 West 223rd St.,90502-2250,33.824543,-118.295399
Michelle Obama Elementary,8150 North Cedros Ave.,91402-4704,34.219456,-118.453530
Micheltorena Street Elementary,1511 Micheltorena St.,90026-1621,34.088618,-118.275206
Mid-City's Prescott School of Enriched Sciences,3150 West Adams Blvd.,90018-1828,34.032578,-118.318771
Mid-Wilshire Christian,Information Redacted,90004,No Data,No Data
Middle College High,"1600 Imperial Hwy, Bldg. 16",90047-4810,33.929468,-118.246237
Middle College High (Alternative),1600 West Imperial Hwy.,90047-4810,No Data,No Data
Middle Opportunity,15530 Hesby St.,91436-1519,No Data,No Data
Middlebrooks Academy,1836 South Olive Ave,91803-3162,34.072499,-118.135652
Middleton Primary Center,2410 Zoe Ave.,90255-3812,33.979237,-118.229928
Middleton Street Elementary,6537 Malabar St.,90255-4025,33.979049,-118.227858
Miguel Leonis Continuation,5445 Manton Ave.,91367-5930,34.169380,-118.640789
Miles Avenue Elementary,6720 Miles Ave.,90255-5012,33.977814,-118.219044
Milken Community School,15800 Zeldins' Way,90049-6861,34.126185,-118.478098
Millikan Midsite,5041 Sunnyslope Ave.,91423,No Data,No Data
MINDS N MOTION LEARNING CENTER,Information Redacted,90047-1022,Information Redacted,Information Redacted
Ministerio Cristiano Berea,Information Redacted,90270,No Data,No Data
Miracle Baptist Christian,Information Redacted,90001,No Data,No Data
Miramonte Elementary,1400 East 68th St.,90001-1916,33.978358,-118.249836
Mission Continuation,11015 O'Melveny Ave.,91340-4424,34.270238,-118.439805
Mitchell's Holistic Development Institute,Information Redacted,90008,No Data,No Data
MK Learning Center,Information Redacted,90007-1529,Information Redacted,Information Redacted
Monarch Christian School,Information Redacted,91311-2736,Information Redacted,Information Redacted
Moneta Continuation,17951 South Budlong Ave.,90248-3442,33.867399,-118.294505
Monlux Magnet Center,6051 Bellaire Ave.,91606,No Data,No Data
Monroe Continuation,15938 Tupper St.,91343,No Data,No Data
Monsenor Oscar Romero Charter Middle,2670 West 11th St.,90035,34.050819,-118.294337
Montague Charter Academy,13000 Montague St.,91331-4146,34.244465,-118.415015
Montara Avenue Elementary,10018 Montara Ave.,90280-5605,33.944535,-118.218734
Montclair College Prep,Information Redacted,91402,No Data,No Data
Monte Vista Street Elementary,5423 Monte Vista St.,90042-3322,34.110018,-118.198139
Monterey Continuation,466 South Fraser St.,90022-1929,34.028030,-118.158590
Monterey Continuation,5020 E. Eagle St.,90022,No Data,No Data
Montessori Academy of Culver City,5881 Green Valley Cir.,90230-6901,33.983583,-118.389693
Montessori Academy of North Hollywood,Information Redacted,91606,No Data,No Data
Montessori Academy of West Adams,4449 W Adams Blvd,90016-3058,34.032818,-118.336750
Montessori Children's World,Information Redacted,90041-3210,Information Redacted,Information Redacted
Montessori Childrens World,Information Redacted,90041-3210,Information Redacted,Information Redacted
Montessori House of Children,Information Redacted,91401,No Data,No Data
Moore's Daycare Preparatory,1700 West 120th St.,90047-5203,33.923782,-118.306899
Morningside Elementary,576 North Maclay Ave.,91340-2497,34.288452,-118.434157
Morris K. Hamasaki Elementary,4865 East First St.,90022-1305,34.037077,-118.159304
Mother of Sorrows,100 W. 87Th Pl.,90003-3316,33.957749,-118.274086
Mountain View Elementary,6410 Olcott St.,91042-2830,34.249129,-118.272311
Ms. G's Jungle Homeschool,Information Redacted,90043-4428,Information Redacted,Information Redacted
MT. CALVARY CHRISTIAN,Information Redacted,90008,No Data,No Data
Mt. Calvary Christian Academy,Information Redacted,90037-0037,No Data,No Data
Mt. Gleason Middle,10965 Mt. Gleason Ave.,91040-2229,34.268383,-118.302799
Mt. Lukens Continuation,7705 Summitrose St.,91042-1727,34.259674,-118.300355
Mt. Washington Elementary,3981 San Rafael Ave.,90065-4013,34.104731,-118.215380
Muhammad Masters,Information Redacted,90002-0002,No Data,No Data
Muhammad University of Islam - Los Angeles,10344 S. Western Ave,90047-4260,33.941983,-118.308776
Multhomah Gifted Magnet,2101 North Indiana Ave.,90032,No Data,No Data
Multicultural Learning Center,7510 DeSoto Ave.,91303-1430,34.206694,-118.588413
Multnomah Street Elementary,2101 North Indiana Ave.,90032-3618,34.069118,-118.192760
Murchison Street Elementary,1501 Murchison St.,90033-1526,34.059368,-118.195897
Myra Avenue Primary Schoolhouse,Information Redacted,90027-3254,Information Redacted,Information Redacted
N.E.W. Academy Canoga Park,21425 Cohasset St.,91303-1450,34.206552,-118.597899
N.E.W. Academy of Science and Arts,379 South Loma Dr.,90017-1142,34.059302,-118.266960
Napa Center,Information Redacted,90250-3459,Information Redacted,Information Redacted
Napa Street Elementary,19010 Napa St.,91324-4416,34.226368,-118.547275
Narbonne Continuation,24401 President Ave.,90710,No Data,No Data
Narbonne H.S. Magnet,24300 S. Western Ave.,90710,No Data,No Data
Nathaniel Narbonne Senior High,24300 Western Ave.,90710-1742,33.804075,-118.307314
National College Preparatory High School,Information Redacted,90250,No Data,No Data
Nativity Elementary,944 West 56th St.,90037-3626,33.991144,-118.290829
Nava College Preparatory Academy,1319 East 41st St.,90011-3301,34.009547,-118.251162
NELA Creative Alternative Education K-12,Information Redacted,90042-1202,Information Redacted,Information Redacted
Nelson Christian Elementary,Information Redacted,90047,No Data,No Data
Nerys Pod,Information Redacted,Information Redacted,Information Redacted,Information Redacted
Nestle Avenue Charter,5060 Nestle Ave.,91356-4350,34.162196,-118.530795
Netan Eli Hebrew Academy,Information Redacted,91316-7126,No Data,No Data
NETAN ELI HEBREW ACADEMY,Information Redacted,90035,No Data,No Data
Network of Private Educators,Information Redacted,93534,No Data,No Data
Nevada Avenue Elementary,22120 Chase St.,91304-2307,34.223934,-118.609043
Nevin Avenue Elementary,1569 East 32nd St.,90011-2213,34.012158,-118.245941
New Belief,Information Redacted,90022-2814,Information Redacted,Information Redacted
New Covenant Academy,3119 West 6th St.,90020-1701,34.064174,-118.289440
New Creation Christian Faith Center,Information Redacted,90047,No Data,No Data
New Designs Charter,2303 South Figueroa Way,90007-2504,34.030857,-118.274947
New Designs Charter School-Watts,12714 South Avalon Blvd.,90061-2730,33.917147,-118.265169
New Directions,Information Redacted,91343,No Data,No Data
New Heights Charter,2202 West Martin Luther King Jr Blvd.,90008-2723,34.010639,-118.317679
New Heights Preparatory School,Information Redacted,91325,No Data,No Data
NEW HORIZON CHRISTIAN,Information Redacted,91335,No Data,No Data
New Horizon School Los Angeles,434 South Vermont Ave.,90020-1910,34.066414,-118.291309
New Horizon School Westside,1819 Sawtelle Blvd.,90025-5532,34.043242,-118.446030
New Horizons Charter Academy,6501 Fair Ave.,91601-2603,34.189398,-118.375779
New Langston Hughes Academy,Information Redacted,90044,No Data,No Data
NEW LIFE ACADEMY,Information Redacted,90018,No Data,No Data
New Life Christian Academy,12541 Van Nuys Blvd,91331-1384,34.277878,-118.406476
New Los Angeles Charter,1919 South Burnside Ave.,90016-1114,34.041298,-118.357584
New Los Angeles Charter Elementary,5753 Obama Blvd.,90016-5013,34.022007,-118.371134
New Millennium Secondary,1301 West 182nd St.,90248-3322,33.867246,-118.294731
New Open World Academy K-12,3201 West Eighth St.,90010-2171,34.057779,-118.297662
NEW ROADS,Information Redacted,90404,No Data,No Data
New Village Girls Academy,147 North Occidental Blvd.,90026-4601,34.071327,-118.279102
New Wave Christian Academy,Information Redacted,90047,No Data,No Data
New West Technical Academy,Information Redacted,90044-0044,Information Redacted,Information Redacted
New World Montessori School,Information Redacted,90034-6304,Information Redacted,Information Redacted
NEWBRIDGE SCHOOL INC.,Information Redacted,90034,No Data,No Data
Newcastle Elementary,6520 Newcastle Ave.,91335-6230,34.189151,-118.525227
Nia M. Williams,6250 Canoga Ave,91367-2413,34.184536,-118.595937
Nightingale Elem.,No Data,No Data,No Data,No Data
Nikka Tiffany School and Day Care,Information Redacted,90043,No Data,No Data
Ninety-Eighth Street Elementar,5431 West 98th St.,90045-5715,No Data,No Data
Ninety-Fifth Street Elementary,1109 West 96th St.,90044-3205,33.948742,-118.296157
Ninety-Ninth Street Elementary,9900 South Wadsworth Ave.,90002-2746,33.946541,-118.258558
Ninety-Second Street Elementary,9211 Grape St.,90002-2528,33.953014,-118.236340
Ninety-Sixth Street Elementary,1471 East 96th St.,90002-2210,33.949117,-118.248476
Ninety-Third Street Elementary,330 East 93rd St.,90003-3827,33.951940,-118.268686
Ninety-Third Street Magnet,330 E. 93Rd St.,90003,No Data,No Data
Ninth Street Elementary,835 St.anford Ave.,90021-1847,34.035991,-118.247149
Nishiyamato Academy,2458 Lomita Blvd.,90717-1414,33.805482,-118.327020
Nobel Junior Magnet Center,9950 Tampa Ave.,91324,No Data,No Data
Noble Avenue Elementary,8329 Noble Ave.,91343-6617,34.221776,-118.461197
Nora Sterry Elementary,1730 Corinth Ave.,90025-4211,34.044358,-118.447946
Normandie Avenue Elementary,4505 South Raymond Ave.,90037-2817,34.002620,-118.298092
Normandie Christian School of Los Angeles,6306 South Normandie Ave.,90044-2628,33.981735,-118.299813
Normont Elementary,1001 West 253rd St.,90710-3003,33.794771,-118.292789
North Hollywood Christian Academy,11330 Mccormick St,91601-3115,34.165721,-118.378768
North Hollywood Continuation,5237 Colfax Ave.,90601,No Data,No Data
North Hollywood Magnet,5231 Colfax Ave.,91601,No Data,No Data
North Hollywood Poly Community Adult,12431 Roscoe Blvd.,91352-3723,34.222799,-118.404166
North Hollywood Senior High,5231 Colfax Ave.,91601-3002,34.165883,-118.387821
North Hollywood Senior High Sc,5231 Colfax Ave.,91601,No Data,No Data
North Valley Christian,Information Redacted,91344,No Data,No Data
North Valley Christian School,8854 Haskell Ave.,91343-4910,34.231413,-118.475363
NORTH VALLEY JEWISH COMMUNITY,Information Redacted,91344,No Data,No Data
North Valley Occupational Cent,11450 Sharp Ave.,91340,No Data,No Data
North Valley Occupational Center,11450 Sharp Ave.,91345-1232,34.277994,-118.456560
Northeast Academy College Preparatory,Information Redacted,90031,No Data,No Data
Northpoint School and Intensive Outpatient,9650 Zelzah Ave.,91325-2003,34.246264,-118.522535
Northridge Academy High,9601 Zelzah Ave.,91325-2010,34.244990,-118.523339
Northridge Middle,17960 Chase St.,91325-3811,34.224558,-118.524852
Norwood Street Elementary,2020 Oak St.,90007-1307,34.035310,-118.278695
Notre Dame Academy,2851 Overland Ave.,90064-4217,34.034333,-118.419237
Notre Dame Academy Elementary,2911 Overland Ave.,90064-4219,34.033453,-118.418386
Notre Dame High School,13645 Riverside Dr.,91423-2407,34.157824,-118.430849
Nshanyan Academy,Information Redacted,Information Redacted,Information Redacted,Information Redacted
Nueva Esperanza Charter Academy,221 N. Westmoreland,90004,No Data,No Data
Nueva Vista Elementary,4412 Randolph St.,90201-1224,33.981472,-118.188253
Nuevo Sol Charter,1218 Fourth St.,91340,34.287789,-118.438271
O'Melveny Elementary,728 Woodworth St.,91340-4219,34.275569,-118.444296
Oak Crest Academy,Information Redacted,91356-3703,Information Redacted,Information Redacted
Oak Crest Academy Independent Studies,2350 Garey Ave,91766-5805,34.028705,-117.748930
Oak Crest Academy Los Angeles,225 S Olive St #611,90012-4900,34.053180,-118.249784
Oak Meadow School,Information Redacted,91325,No Data,No Data
Oak Tree View Park Windsor Hills,Information Redacted,90043-2718,Information Redacted,Information Redacted
Oakdale Avenue Elementary,6844 Oakdale Ave.,91306,No Data,No Data
Oakwood Elementary,11230 Moorpark St.,91602-2602,34.149551,-118.375664
Oakwood Secondary,11600 Magnolia Blvd.,91601-3015,34.164593,-118.384715
Ocean Charter,12870 Panama St.,90066-6506,33.984197,-118.427265
Odyssey Continuation,8693 Dearborn Ave.,90280-2904,33.954944,-118.211068
"Ofman Learning Center, The",Information Redacted,90046,No Data,No Data
Ohr Eliyahu Academy also known as Yeshiva Aharon Yaakov Ohr Eliyahu,241 South Detroit St.,90036-3033,34.069125,-118.345249
Ohr Haemet Institute For Girls,Information Redacted,90035-1505,Information Redacted,Information Redacted
Olive Tree Christian Academy,3470 Wilshire Blvd. #300,90010-2207,34.060764,-118.300211
Olive Vista Middle,14600 Tyler St.,91342-2826,34.312133,-118.451059
Oliver Wendell Holmes Middle,9351 Paso Robles Ave.,91325-2528,34.240333,-118.504397
Olympic Primary Center,950 South Albany St.,90015-1212,34.048726,-118.270416
Olympus Academy,Information Redacted,90003-3606,Information Redacted,Information Redacted
One Hundred Eighteenth Street Elementary,144 East 118th St.,90061-2422,33.926417,-118.272610
One Hundred Eighty-Sixth Street Elementary,1581 West 186th St.,90248-3951,33.862036,-118.305052
One Hundred Fifty-Sixth Street Elementary,2100 West 156th St.,90249-4703,33.889203,-118.316030
One Hundred Fifty-Third Street Elementary,1605 West 153rd St.,90247-3135,33.892902,-118.304931
One Hundred Ninth Street Elementary,10915 South McKinley Ave.,90059-1523,33.936944,-118.260881
One Hundred Second Street Magn,1963 E. 103rd St.,90002,No Data,No Data
One Hundred Seventh Street Elementary,147 East 107th St.,90003-4732,33.939372,-118.272665
One Hundred Seventh Street Mag,47 E. 107Th St.,90003,No Data,No Data
One Hundred Sixteenth Street Elementary,11610 Stanford Ave.,90059-2313,33.928201,-118.262085
One Hundred Thirty-Fifth Street Elementary,801 West 135th St.,90247-2154,33.909205,-118.289405
One Hundred Twelfth Street Elementary,1265 East 112th St.,90059-1137,33.933190,-118.252703
One Hundred Twenty-Second Street Elementary,405 East 122nd St.,90061-2807,33.921344,-118.266634
OneSchool Global - Los Angeles,5200 W. 83rd St.,90045-3248,33.963331,-118.371722
Open Charter Magnet,5540 West 77th St.,90045-3214,33.968507,-118.377804
OPERATION FRESH START LEARNING,Information Redacted,90011,No Data,No Data
Optimist High,Information Redacted,90042-1245,Information Redacted,Information Redacted
Or hachaim Academy,6021 Laurel Canyon Blvd,91606-4615,34.180065,-118.396823
Orange School,3705 W Pico Blvd #677,90019-3451,34.047545,-118.321527
Orchard Academies 2B,6411 Orchard Ave.,90201-2222,33.978914,-118.199410
Orchard Academies 2C,6411 Orchard Ave.,90201-2222,33.978914,-118.199410
Orthopaedic Hospital,300 West 23rd St.,90007-2612,34.029031,-118.270627
Orville Wright Engineering and Design Magnet,6550 West 80th St.,90045-1127,33.969238,-118.404619
Osage Avenue Elementary,5540 W. 77Th St.,90045,No Data,No Data
Osborne Christian,Information Redacted,91331,No Data,No Data
Oscar De La Hoya Animo Charter High,1114 South Lorena St.,90023-2915,34.023419,-118.203705
Osceola Street Elementary,14940 Osceola St.,91342-5280,34.290530,-118.456709
Oso Avenue Elementary,5724 Oso Ave.,91364,No Data,No Data
